"","Unnamed: 0","Unnamed: 0.1","steam_appid","categories","genres","header_image","short_description","name","developer","publisher","price","ccu","score","Tags","Steam Page"
"1538","1561","1561","1547890","['Single-player', 'Steam Achievements', 'Steam Cloud']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/1547890/header.jpg?t=1653583264","It's time to Build a Zoo! Construct and decorate enclosures, buy and breed animals, hire zookeepers and vets... then try your hand at DNA splicing, and stitch together over 300,000 different types of animal. This can only go smoothly...","Let's Build a Zoo","Springloaded","No More Robots","1999","149","78","Simulation, Pixel Graphics, Strategy, Sandbox, City Builder, Building, Creature Collector, Management, Cute, Resource Management, Colorful, Economy, Singleplayer, Relaxing, Open World, Indie","https://store.steampowered.com/app/1547890"
"1539","1562","1562","544610","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/544610/header.jpg?t=1644925330","In Battlestar Galactica Deadlock™ you’ll take command of the Colonial Fleet in defense of the Twelve Colonies during the First Cylon War. Lead many different types of ships in this 3D tactical game. Every decision counts, your strategy will be vital – can you ensure mankind’s survival?","Battlestar Galactica Deadlock","Black Lab Games","Slitherine Ltd.","3999","148","77","Strategy, Space, Sci fi, Turn Based, Turn Based Tactics, Turn Based Strategy, Singleplayer, War, Simulation, Multiplayer, Turn Based Combat, Tactical, Replay Value, Atmospheric, 4X, Great Soundtrack, Co op, Action, Controller, Adventure","https://store.steampowered.com/app/544610"
"1540","1563","1563","397460","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/397460/header.jpg?t=1597699190","The sequel to the party game phenomenon The Jackbox Party Pack, featuring FIVE fresh, rib-tickling party games! Your phones or tablets are your controllers – no big mess of controllers needed. For up to 8 players plus an Audience of up to 10,000! It’s a game-night riot in a box… without the box!","The Jackbox Party Pack 2","Jackbox Games, Inc.","Jackbox Games, Inc.","2499","148","96","Trivia, Local Multiplayer, Casual, Comedy, Indie, Strategy, Party, Funny, Multiplayer, Local Co Op, Party Game, Board Game, Co op, Family Friendly","https://store.steampowered.com/app/397460"
"1541","1564","1564","957720","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Cloud', 'Remote Play Together']","Strategy","https://cdn.akamai.steamstatic.com/steam/apps/957720/header.jpg?t=1627571060","Strategic Command WWII: World At War is your chance to re-fight the 20th century’s greatest conflict, from Poland to China, Normandy to the Pacific, on a map encompassing the globe.","Strategic Command WWII: World at War","Fury Software","Slitherine Ltd.","3999","148","85","Strategy, Turn Based, World War II, Wargame, Hex Grid, Grand Strategy","https://store.steampowered.com/app/957720"
"1542","1565","1565","667890","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Action","https://cdn.akamai.steamstatic.com/steam/apps/667890/header.jpg?t=1542041970","Dead Maze is a 2D MMO game set in a destroyed contemporary world, filled with zombies. Explore the world, scavenge and craft as many items as possible, to survive the hostile environment and upgrade your gear and camp as you go.","Dead Maze","Atelier 801","Atelier 801","0","147","74","Survival, Open World, Zombies, Open World Survival Craft, Singleplayer, Base Building, Crafting, Sandbox, Adventure, Early Access, Survival Horror, Action, First Person, Simulation, Violent, Indie, Horror, Nudity, FPS, Gore","https://store.steampowered.com/app/667890"
"1543","1566","1566","838380","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/838380/header.jpg?t=1646807301","DEAD OR ALIVE 6 is fast-paced 3D fighting game, produced by Koei Tecmo Games, featuring stunning graphics and multi-tiered stages that create a truly entertaining competitive experience.","DEAD OR ALIVE 6","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","5999","147","73","Fighting, Sexual Content, Nudity, Action, Mature, Female Protagonist, Violent, Multiplayer, Competitive, Anime, 3D Fighter, Ninja, Singleplayer, Free to Play, Gore, Great Soundtrack, Arcade, Local Multiplayer, Story Rich, Beat em up","https://store.steampowered.com/app/838380"
"1544","1567","1567","248170","['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Leaderboards', 'Remote Play Together']","Animation & Modeling","https://cdn.akamai.steamstatic.com/steam/apps/248170/header.jpg?t=1653866222","Game and software creation has never been easier or quicker than with Clickteam Fusion 2.5! Discover the tool used by so many multimedia professionals, game creators, and creative people from all walks of life.","Clickteam Fusion 2.5","Clickteam","Clickteam","9999","147","90","Utilities","https://store.steampowered.com/app/248170"
"1545","1568","1568","220440","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Action","https://cdn.akamai.steamstatic.com/steam/apps/220440/header.jpg?t=1644283036","In this retelling of Dante's origin story which is set against a contemporary backdrop, DmC Devil May Cry™ retains the stylish action.","DmC: Devil May Cry","Ninja Theory","Capcom","2999","147","85","Action, Hack and Slash, Great Soundtrack, Spectacle fighter, Demons, Adventure, Third Person, Singleplayer, Character Action Game, Reboot, Controller, Gore, Stylized, Beat em up, Atmospheric, Fast Paced, Comedy, Story Rich, Fantasy, Platformer","https://store.steampowered.com/app/220440"
"1546","1569","1569","605740","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support']","Action","https://cdn.akamai.steamstatic.com/steam/apps/605740/header.jpg?t=1655904129","Become the law or save lives! Play solo or in up to 10-player multiplayer co-op! Flashing Lights is an open world police, firefighting and EMS simulator game with plenty of opportunity for role-play or more relaxed fun with friends.","Flashing Lights - Police, Firefighting, Emergency Services Simulator","Nils Jakrins","Excalibur Games","2499","147","83","Third Person, Open World, Simulation, Action, Moddable, Driving, Early Access, Job Simulator, Mod, Third Person Shooter, RPG, Shooter, Multiplayer, Online Co Op, Tactical, Detective, Co op, Sandbox, FPS, First Person","https://store.steampowered.com/app/605740"
"1547","1570","1570","1946550","['Single-player', 'Steam Achievements']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1946550/header.jpg?t=1657831588","Toilet Chronicles - is a first person horror-comedy game with a mystical setting where you're trapped in a public restroom and need to find a way out with the help of your toilet neighbor. Every choice you make brings you to a different outcome.","Toilet Chronicles","Madi Abdykarimov","Bomi Games","424","147","89","First Person, Adventure, Comedy, Multiple Endings, Choices Matter, Singleplayer, Funny, Escape Room, Memes, Dark Humor, Atmospheric, 3D, Psychological Horror, Puzzle, Simulation, Mystery, Action, Horror, Detective, Action Adventure","https://store.steampowered.com/app/1946550"
"1548","1571","1571","607440","['Single-player', 'Steam Trading Cards']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/607440/header.jpg?t=1504894204","The main objective in this game is to find your way out.","Escape: VR","JapanCo","Bitlock Studio","199","146","82","Indie, VR","https://store.steampowered.com/app/607440"
"1549","1572","1572","465240","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'SteamVR Collectibles']","Action","https://cdn.akamai.steamstatic.com/steam/apps/465240/header.jpg?t=1569318967","Serious Sam is back! And this time it's REAL!","Serious Sam VR: The Last Hope","Croteam VR","Devolver Digital, Croteam","3999","146","85","Action, VR, Indie, Shooter, Singleplayer, Gore, FPS, Co op, First Person","https://store.steampowered.com/app/465240"
"1550","1573","1573","1036950","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Casual","https://cdn.akamai.steamstatic.com/steam/apps/1036950/header.jpg?t=1658130135","If you like to make puzzles, Super Jigsaw Puzzle is your game. Enjoy its comfortable and intuitive interface and its relaxing music that will allow you to concentrate on the difficult task of solving these beautiful photos that pose a real challenge for lovers of puzzles.","Super Jigsaw Puzzle: Generations","Flat Cat Games","Flat Cat Games","0","146","95","Puzzle, Programming, Indie, Automation, Simulation, Logic, Singleplayer, Great Soundtrack, Steampunk, Building, Difficult, Sandbox, 2D, Hex Grid, Casual","https://store.steampowered.com/app/1036950"
"1551","1574","1574","735280","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/735280/header.jpg?t=1646662507","Coordinate your team of first responders in the anniversary edition of EMERGENCY! Featuring 10 remastered classic EMERGENCY missions and three full campaigns, EMERGENCY 20 is the complete package for both experienced and new rescue commanders!","EMERGENCY 20","Sixteen Tons Entertainment","Sixteen Tons Entertainment","2999","146","82","Strategy, Simulation, Real Time Tactics, Multiplayer, Mod, Singleplayer, Realistic, Co op, Online Co Op, Real Time, Moddable, RTS, Classic, Management","https://store.steampowered.com/app/735280"
"1552","1575","1575","591740","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats']","Action","https://cdn.akamai.steamstatic.com/steam/apps/591740/header.jpg?t=1633397853","Sniper Fury is an action-sharpshooting game set in a world threatened by violence. Neutralize threats using an ever-growing arsenal of modern firepower. Customize everything: weapons, gear sets, bullets! Join other snipers in Clan Wars, challenge them in PvP mode, &amp; try events for extra surprises.","Sniper Fury","Gameloft","Gameloft","0","146","48","FPS, Action, Gore, Co op, Comedy, Online Co Op, First Person, Aliens, Multiplayer, Shooter, Old School, Local Co Op, Indie, Split Screen, Difficult, Funny, Singleplayer, Sci fi, Adventure, Local Multiplayer","https://store.steampowered.com/app/591740"
"1553","1576","1576","428690","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/428690/header_alt_assets_16.jpg?t=1655379017","Become the most successful youtuber on the planet! Create videos, get subscribers, attend events, interact with your fans… and grow your channel. Live a youtuber’s life!","Youtubers Life","U-Play Online","U-Play Online, ","824","146","76","Management, Singleplayer, Character Customization, Life Sim, Casual, Adventure, Comedy, Simulation, Memes, Family Friendly, Funny, Time Management, Indie, Cartoon, Resource Management, Female Protagonist, Strategy, Realistic, Open World, Sandbox","https://store.steampowered.com/app/428690"
"1554","1577","1577","1198090","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","RPG","https://cdn.akamai.steamstatic.com/steam/apps/1198090/header.jpg?t=1653499730","The long awaited finale to the epic engulfing a continent comes to a head in the final chapter of the Trails of Cold Steel saga!","The Legend of Heroes: Trails of Cold Steel IV","Nihon Falcom, Engine Software BV, PH3 GmbH","NIS America, Inc.","5999","146","94","RPG, JRPG, Anime, Turn Based, Story Rich, Great Soundtrack, Singleplayer, Romance, Fantasy, Mechs, Turn Based Combat, Adventure","https://store.steampowered.com/app/1198090"
"1555","1578","1578","1239020","['Single-player']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1239020/header.jpg?t=1647114399","Through the development of the plot in the game, you will gradually cultivate feelings and trust with female tenants, and gradually develop a deeper and intimate romantic relationship, but the crisis behind will also emerge gradually...","TOGETHER BnB","AURORA Games","AURORA Games","1799","145","68","Early Access, Sexual Content, 3D, Dating Sim, Open World, Simulation, FPS, Visual Novel, Life Sim, Adventure, Anime, Casual, RPG, Cute, Indie, Exploration, First Person, Realistic, Beautiful, Walking Simulator","https://store.steampowered.com/app/1239020"
"1556","1579","1579","235540","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/235540/header.jpg?t=1656431954","Vermintide is an epic co-operative action combat adventure set in the End Times of the iconic Warhammer Fantasy world.","Warhammer: End Times - Vermintide","Fatshark","Fatshark","299","145","79","Action, Online Co Op, Co op, Dark Fantasy, First Person, Gore, Games Workshop, Multiplayer, FPS, Fantasy, Hack and Slash, Atmospheric, Action RPG, Survival, RPG, Adventure, Singleplayer, Indie, Horror, Female Protagonist","https://store.steampowered.com/app/235540"
"1557","1580","1580","9880","['Multi-player', 'MMO', 'Co-op', 'Steam Achievements']","Free to Play","https://cdn.akamai.steamstatic.com/steam/apps/9880/header.jpg?t=1631551930","Grab your cape and defend Millennium City in this comic book-style action MMORPG! Design your hero and costume from thousands of costume pieces, face super-villains like Dr. Destroyer, and create your own unique nemesis.","Champions Online","Cryptic Studios","Perfect World Entertainment","0","145","72","Multiplayer, Funny, Co op, Comedy, Physics, Puzzle Platformer, Casual, Online Co Op, Party, Colorful, Local Co Op, Action, Puzzle, Cartoon, Local Multiplayer, Adventure, Memes, Singleplayer, 4 Player Local, Sandbox","https://store.steampowered.com/app/9880"
"1558","1581","1581","773790","['Single-player', 'Steam Cloud']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/773790/header.jpg?t=1657961930","Ostriv is a city-building game that puts you in a role of a governor of an 18th century Ukrainian town to challenge your creative skills and management abilities.","Ostriv","yevhen8","yevhen8","2499","145","93","Simulation, City Builder, Management, Strategy, Economy, Building, Indie, Resource Management, Early Access, Historical, Colony Sim, Base Building, Singleplayer, Medieval, Relaxing, Realistic, Replay Value, 3D, Agriculture, Top Down","https://store.steampowered.com/app/773790"
"1559","1582","1582","249050","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/249050/header.jpg?t=1642780301","Dungeon of the Endless is a Rogue-Like Dungeon-Defense game, in which the player and their team of heroes must protect the generator of their crashed ship while exploring an ever-expanding dungeon, all while facing waves of monsters and special events as they try to find their way out...","Dungeon of the ENDLESS","AMPLITUDE Studios","SEGA","1199","144","88","Roguelike, Strategy, Tower Defense, Pixel Graphics, Indie, RPG, Sci fi, Dungeon Crawler, Adventure, Perma Death, Procedural Generation, Co op, Difficult, Resource Management, Survival, Roguelite, Replay Value, Great Soundtrack, Singleplayer, 2D","https://store.steampowered.com/app/249050"
"1560","1583","1583","21000","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/21000/header.jpg?t=1573509038","When all the villains in Arkham Asylum team up and break loose, only the dynamic duo is bold enough to take them on to save Gotham City. The fun of LEGO, the drama of Batman and the uniqueness of the combination makes for a comical and exciting adventure in LEGO Batman: The Videogame.","LEGO Batman: The Videogame","Traveller's Tales","Warner Bros. Interactive Entertainment","1999","144","80","LEGO, Action, Adventure, Local Co Op, Superhero, Co op, Family Friendly, Singleplayer, Comedy, Comic Book, Multiplayer, Funny, Third Person, Local Multiplayer, Controller, Split Screen, Classic, Character Customization, Open World, Puzzle","https://store.steampowered.com/app/21000"
"1561","1584","1584","1137300","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1137300/header.jpg?t=1648025947","In this story-driven detective thriller, a young Sherlock Holmes struggles to prove himself as he navigates an exotic, dangerous island in the Mediterranean to investigate the mystery of his mother’s death.","Sherlock Holmes Chapter One","Frogwares","Frogwares","2474","144","82","Detective, Open World, Story Rich, Mystery, Action, Choices Matter, Crime, Adventure, Action Adventure, Investigation, Atmospheric, Combat, Exploration, Third Person, Multiple Endings, Narration, Psychological, Thriller, Emotional, Drama","https://store.steampowered.com/app/1137300"
"1562","1585","1585","816020","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/816020/header.jpg?t=1644281556","Create your own avatar to fight alongside the most powerful Manga heroes in an original Story Mode, or head to the Online Lobby to challenge other players and discover lots of modes and activities.","JUMP FORCE","Spike Chunsoft Co., Ltd.","BANDAI NAMCO Entertainment","0","144","60","Anime, Fighting, Action, Multiplayer, Character Customization, Singleplayer, Local Multiplayer, RPG, Open World, Controller, Beat em up, Co op, Story Rich, Casual, Nudity, Violent, Fantasy, Massively Multiplayer, 3D Fighter, Great Soundtrack","https://store.steampowered.com/app/816020"
"1563","1586","1586","657200","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Stats']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/657200/header.jpg?t=1656502119","There are many different levels where you can play with spinners, plunge into the subtleties of handling weapons, milk a cow, take part in a Mexican duel with your friends, have a good time fishing, play chess or simply chat in an anonymous club.","Hand Simulator","HFM Games","HFM Games","199","144","84","Simulation, Funny, Multiplayer, VR, Difficult, Psychological Horror, First Person, Memes, Comedy, Intentionally Awkward Controls, Sexual Content, Horror, Action, FPS, Nudity, Singleplayer, Atmospheric, World War II, Open World, Shooter","https://store.steampowered.com/app/657200"
"1564","1587","1587","598700","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/598700/header.jpg?t=1652848363","Guide Vivian the Vagrant, through vibrant and dynamic landscapes while hacking and slashing a path from a quiet coastal village through mysterious forests, haunted castles, and wrecked battlegrounds. When the endless barrage of enemies have been vanquished, what solace will be left for our hero?","The Vagrant","O.T.K Games","SakuraGame","79","144","91","Female Protagonist, Action, 2D, Metroidvania, RPG, Side Scroller, Adventure, Indie, Hack and Slash, Anime, Singleplayer, Beat em up, Nudity, Sexual Content, Dark Fantasy, Platformer, Great Soundtrack, Story Rich, Fantasy, Classic","https://store.steampowered.com/app/598700"
"1565","1588","1588","1396240","['Single-player']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1396240/header.jpg?t=1655299026","Take over the duties of a border guard inspector in a communist country of the 80's. Smuggling, corruption and forgery are the order of the day here. Be vigilant and earn the respect of your superiors.","Contraband Police: Prologue","Crazy Rocks","PlayWay S.A.","0","143","90","Simulation, Trains, Driving, Open World, Multiplayer, Building, Realistic, Singleplayer, Sandbox","https://store.steampowered.com/app/1396240"
"1566","1589","1589","315660","['Single-player', 'Multi-player', 'Co-op']","Simulation","https://cdn.akamai.steamstatic.com/steam/apps/315660/header.jpg?t=1590534805","Our &quot;Platinum Edition&quot; bundle provides fantastic value for new or existing customers. Expand your Trainz collection with a huge range of additional routes, sessions, locos and rolling stock, all at 75% off the regular pricing.","Trainz: A New Era","N3V Games","N3V Games","1999","143","73","Simulation, Trains, Driving, Open World, Multiplayer, Building, Realistic, Singleplayer, Sandbox","https://store.steampowered.com/app/315660"
"1567","1590","1590","1173370","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1173370/header.jpg?t=1656392396","Slapshot: Rebound is a physics-based multiplayer game where you play an arcade style match of hockey. No shoot button, no puck glue, no RNG. It’s up to you and your team to take control of the puck, pass, shoot, outplay your opponents. Play with your friends or team up with other Slapshot players!","Slapshot: Rebound","Oddshot Games","Oddshot Games","0","143","86","Sports, Strategy, Sandbox, Turn Based Strategy, Immersive Sim, Turn Based Tactics, 2D, Management, Text Based, Top Down, Simulation, Choices Matter, Resource Management, Local Multiplayer, Hockey, Singleplayer","https://store.steampowered.com/app/1173370"
"1568","1591","1591","951440","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","Action","https://cdn.akamai.steamstatic.com/steam/apps/951440/header.jpg?t=1657618191","A base-building open-world survival shooter that replaces the typical base with a modular drill. Alone or with friends, explore an island plagued by eruptions, upgrade your drill, and battle robots to uncover what's been hiding beneath the surface.","Volcanoids","Volcanoid","Volcanoid","1999","143","86","Open World Survival Craft, Open World, Survival, Exploration, Crafting, Shooter, Online Co Op, Action, Multiplayer, Adventure, First Person, Atmospheric, Simulation, Early Access, Sandbox, Steampunk, Base Building, Co op, Singleplayer, Building","https://store.steampowered.com/app/951440"
"1569","1592","1592","979060","['Single-player', 'Steam Achievements', 'In-App Purchases']","Action","https://cdn.akamai.steamstatic.com/steam/apps/979060/header.jpg?t=1571739458","Defend Ooo from the Bloon invasion in this epic tower defense crossover.","Bloons Adventure Time TD","Ninja Kiwi","Ninja Kiwi","0","143","88","Strategy, Action, RTS, Early Access, Classic, Fantasy, Multiplayer, Fast Paced","https://store.steampowered.com/app/979060"
"1570","1593","1593","265550","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']","Action","https://cdn.akamai.steamstatic.com/steam/apps/265550/header.jpg?t=1644282429","Explore the zombie-infested city of Los Perdidos, and find a way to escape before a military strike wipes the entire city, and everyone in it, off the map.","Dead Rising 3 Apocalypse Edition","Capcom Game Studio Vancouver","Capcom","2999","142","75","Zombies, Action, Open World, Co op, Gore, Survival, Comedy, Open World Survival Craft, Multiplayer, Third Person, Funny, Crafting, Adventure, Online Co Op, Sandbox, Horror, Singleplayer, Atmospheric, Survival Horror, RPG","https://store.steampowered.com/app/265550"
"1571","1594","1594","262410","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases']","Free to Play","https://cdn.akamai.steamstatic.com/steam/apps/262410/header.jpg?t=1630429396","World of Guns: Gun Disassembly lets you delve into the inner workings of guns from the largest gears to the smallest screws","World of Guns: Gun Disassembly","Noble Empire Corp.","Noble Empire Corp.","0","142","84","Simulation, Military, Strategy, Wargame, RTS, Modern, Difficult, Sequel, Open World, War, Co op, Singleplayer, Realistic, Grand Strategy","https://store.steampowered.com/app/262410"
"1572","1595","1595","1009290","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Tablet']","Action","https://cdn.akamai.steamstatic.com/steam/apps/1009290/header.jpg?t=1654694450","Enjoy seamless, action-packed real-time battles using a combination of sword skills, sacred arts, and your favorite SAO characters!","SWORD ART ONLINE Alicization Lycoris","AQURIA Co., Ltd.","BANDAI NAMCO Entertainment","5999","142","62","RPG, Action, Adventure, Anime, Open World, Multiplayer, JRPG, MMORPG, Character Customization, Sexual Content, Singleplayer, Online Co Op, Massively Multiplayer, Visual Novel, Third Person, Co op, Nudity, Mature, Hack and Slash, Survival","https://store.steampowered.com/app/1009290"
"1573","1596","1596","410320","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Action","https://cdn.akamai.steamstatic.com/steam/apps/410320/header.jpg?t=1652254429","It's a fight for the future of the planet between the Ravagers, a merciless swarm of alien invaders, and the Earth Defense Force (EDF) in this third-person shooter.Play as four different classes in over 80 missions with a range of 800 weapons at your disposal.Co-op play supported.","EARTH DEFENSE FORCE 4.1 The Shadow of New Despair","SANDLOT","D3PUBLISHER","1999","142","79","Action, Third Person Shooter, Co op, Online Co Op, Aliens, Mechs, Sci fi, Local Co Op, Anime, Split Screen, Funny, Multiplayer, Shooter, Robots, Destruction, Comedy, Difficult, Singleplayer, Memes, Gore","https://store.steampowered.com/app/410320"
"1574","1597","1597","433850","['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","Action","https://cdn.akamai.steamstatic.com/steam/apps/433850/header.jpg?t=1579626820","Z1 Battle Royale is a Free to Play, fast-paced, action arcade, competitive Battle Royale. Staying true to its &quot;King of the Kill&quot; roots, the game has been revamped and restored to the classic feel, look, and gameplay everyone fell in love with. Play solo, duos, or fives and be the last ones standing.","Z1 Battle Royale","Daybreak Game Company","Daybreak Game Company","0","142","70","Survival, Massively Multiplayer, Multiplayer, Open World, Battle Royale, PvP, FPS, Action, Shooter, Free to Play, Third Person Shooter, Zombies, Co op, Early Access, Online Co Op, Adventure, First Person, Violent, Gore, Walking Simulator","https://store.steampowered.com/app/433850"
"1575","1598","1598","682130","['Steam Achievements']","Utilities","https://cdn.akamai.steamstatic.com/steam/apps/682130/header.jpg?t=1654400119","Discord Bot Maker is a powerful bot development tool for the #1 text and voice chat service for gamers: Discord. With this tool, you and your teammates can take your social experience to the next level!","Discord Bot Maker","Robert Borghese","Robert Borghese","999","142","89","Utilities","https://store.steampowered.com/app/682130"
"1576","1599","1599","239350","['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","Indie","https://cdn.akamai.steamstatic.com/steam/apps/239350/header.jpg?t=1632912566","Spelunky is a unique platformer with randomized levels that offer a challenging new experience each time you play. Journey deep underground and explore fantastic places filled with all manner of monsters, traps, and treasure.","Spelunky","Mossmouth","Mossmouth","1499","142","90","Platformer, Roguelike, Action Roguelike, Indie, Difficult, 2D, Local Co Op, Replay Value, Procedural Generation, Addictive, Action, Perma Death, Arcade, Singleplayer, Adventure, Co op, Local Multiplayer, Controller, Great Soundtrack, Side Scroller","https://store.steampowered.com/app/239350"
"1577","1600","1600","1335790","['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Adventure","https://cdn.akamai.steamstatic.com/steam/apps/1335790/header.jpg?t=1655840708","It takes two to save the world in this cooperative spy adventure. Pair up with a friend as Agent or Hacker—with only your voices to connect you—and work together to bring a hi-tech global menace to its knees. Now with a FREE CONTENT UPDATE!","Operation: Tango","Clever Plays","Clever Plays","1999","141","90","Online Co Op, Co op Campaign, Puzzle, Adventure, Casual, Wholesome, Family Friendly, Female Protagonist, Hacking, Multiplayer, Detective, Co op, Investigation, Futuristic, Cyberpunk, 3D, First Person, Stylized, Colorful, Heist","https://store.steampowered.com/app/1335790"
"1578","1601","1601","19900","['Single-player', 'Multi-player']","Action","https://cdn.akamai.steamstatic.com/steam/apps/19900/header.jpg?t=1645563388","You are a gun for hire, trapped in a war-torn African state, stricken with malaria and forced to make deals with corrupt warlords on both sides of the conflict in order to make this country your home. You must identify and exploit your enemies' weaknesses, neutralizing their superior numbers and firepower with surprise, subversion,...","Far Cry 2","Ubisoft Montreal","Ubisoft","999","141","85","Open World, FPS, Action, Shooter, Singleplayer, First Person, Multiplayer, Adventure, Sandbox, Realistic, Atmospheric, Stealth, Survival, Exploration, Level Editor, Story Rich, Immersive Sim, Controller, Great Soundtrack, Co op","https://store.steampowered.com/app/19900"
